"","Taxon","Seed dry mass","Plant height vegetative","Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)","C3","C4","CAM","C3/C4","Non-N-fixer","N-fixer","Graminoid","Woody","Vine","Forb","species","blooming.period..early","blooming.period..early.mid","blooming.period...mid","blooming.period..mid.late","blooming.period..late","MgmtTarget","Dry Prairie","Savanna","NA","Mesic Prairie","Wet Prairie","cover.low","cover.medium","cover.high","cover.very.high","Forbs, Ferns and Fern Allies","Grasses and sedges","Low shrubs","Shrubs","Half shrubs","Climbing plants"
"468","LINARIA VULGARIS",2.55,88,33.0937320299022,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"469","LINARIA VULGARIS",0.21,70,0.325581395348837,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"470","LINARIA VULGARIS",3.32,77,0.262,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"471","LINARIA VULGARIS",1.1,40,0.27906976744186,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"472","LINARIA VULGARIS",1.242,45,0.2437,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"473","LINARIA VULGARIS",0.1692,88,0.3,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"474","LINARIA VULGARIS",0.122,124,0.259,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"475","LINARIA VULGARIS",3.1,86,31.2925170068027,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"476","LINARIA VULGARIS",0.9055,135,0.278,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"477","LINARIA VULGARIS",0.23,43,0.276381909547739,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"478","LINARIA VULGARIS",0.23,8,0.173033707865169,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"479","LINARIA VULGARIS",0.2,89,0.278070175438597,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"480","LINARIA VULGARIS",1.54,65,0.291817523533671,1,0,0,0,1,0,0,1,0,1,"Yellow toadflax",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"481","CHRYSOPSIS VILLOSA",2.1,41,18.732782369146,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"482","CHRYSOPSIS VILLOSA",0.64,73,0.168294849023091,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"483","CHRYSOPSIS VILLOSA",0.13,163,0.428571428571428,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"484","CHRYSOPSIS VILLOSA",0.715,54,0.242424242424242,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"485","CHRYSOPSIS VILLOSA",1.764,36,0.229783037475345,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"486","CHRYSOPSIS VILLOSA",0.3,86,0.683959044368601,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"487","CHRYSOPSIS VILLOSA",0.04,115,32,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"488","CHRYSOPSIS VILLOSA",5.28,18,0.305,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"489","CHRYSOPSIS VILLOSA",1.846,1000,0.11547,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"490","CHRYSOPSIS VILLOSA",2.566,1000,0.258,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"491","CHRYSOPSIS VILLOSA",1.3328,21.14483937,0.377,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"492","CHRYSOPSIS VILLOSA",5.85,95.95649202,0.269026548672566,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"493","CHRYSOPSIS VILLOSA",0.084,7,0.326565143824027,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"494","CHRYSOPSIS VILLOSA",1.2,53,30.6849315068493,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"495","CHRYSOPSIS VILLOSA",0.132,70,20.6611570247934,1,0,0,0,1,0,0,1,0,1,"Hairy golden aster",0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"496","AGASTACHE FOENICULUM",3,60,0.323,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"497","AGASTACHE FOENICULUM",0.2,49,0.304,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"498","AGASTACHE FOENICULUM",0.26,14.6,35.9281437125749,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"499","AGASTACHE FOENICULUM",2.96521739,67,0.34,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"500","AGASTACHE FOENICULUM",0.5,47,0.255050505050505,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"501","AGASTACHE FOENICULUM",2.445,50,0.328571428571429,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"502","AGASTACHE FOENICULUM",61.35,126,0.381465517241379,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"503","AGASTACHE FOENICULUM",6.727,60,0.2,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"504","AGASTACHE FOENICULUM",5.85,75,22.3214285714286,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"505","AGASTACHE FOENICULUM",19,107,0.606315789473684,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"506","AGASTACHE FOENICULUM",5.85,15.3,0.323,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"507","AGASTACHE FOENICULUM",4.2,10.6,0.382,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"508","AGASTACHE FOENICULUM",0.3,90,0.332,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"509","AGASTACHE FOENICULUM",0.016,124.5,30.552861299709,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"510","AGASTACHE FOENICULUM",1,64,0.2075,1,0,0,0,1,0,0,0,0,1,"Blue giant hyssop",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"511","ANEMONE CANADENSIS",2.5328,33,0.341880341880342,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"512","ANEMONE CANADENSIS",1,15,0.364,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"513","ANEMONE CANADENSIS",0.2388,38,39.1906283280085,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"514","ANEMONE CANADENSIS",2.53,89,0.278368794326241,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"515","ANEMONE CANADENSIS",3.4,250,0.393,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"516","ANEMONE CANADENSIS",8.7,76,0.316,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"517","ANEMONE CANADENSIS",5.74,38,0.381,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"518","ANEMONE CANADENSIS",0.16,19,0.288973384030418,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"519","ANEMONE CANADENSIS",6.736,23,0.253968253968254,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"520","ANEMONE CANADENSIS",10.048,35,27.6073619631902,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"521","ANEMONE CANADENSIS",2.3,40,0.33,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"522","ANEMONE CANADENSIS",3.3,68,0.277647058823529,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"523","ANEMONE CANADENSIS",0.138,500,29.8507462686567,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"524","ANEMONE CANADENSIS",1.3752,94,0.398681055155875,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"525","ANEMONE CANADENSIS",0.06,135,0.262230919765166,1,0,0,0,0,0,0,0,0,0,"Canada anemone",0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"526","SOLIDAGO SPECIOSA",7.77,7,0.248,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"527","SOLIDAGO SPECIOSA",1.2,48.5,0.331,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"528","SOLIDAGO SPECIOSA",0.15,32,0.257936507936508,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"529","SOLIDAGO SPECIOSA",154.9,25,0.139705882352941,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"530","SOLIDAGO SPECIOSA",4.154,101,73,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"531","SOLIDAGO SPECIOSA",9.722,72,0.538461538461539,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"532","SOLIDAGO SPECIOSA",2.95,81,0.2417849598,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"533","SOLIDAGO SPECIOSA",0.063,18,0.337,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"534","SOLIDAGO SPECIOSA",0.1814,5.9,29.7443461160275,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"535","SOLIDAGO SPECIOSA",0.125,94,0.5259,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"536","SOLIDAGO SPECIOSA",1.1,67,0.3211,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"537","SOLIDAGO SPECIOSA",0.05264,110,0.19944,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"538","SOLIDAGO SPECIOSA",2.95,83,25.7365100753353,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"539","SOLIDAGO SPECIOSA",0.06,117,0.232830820770519,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"540","SOLIDAGO SPECIOSA",2.5,111,0.318,1,0,0,0,0,0,0,1,0,1,"Showy goldenrod",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"541","SOLIDAGO MISSOURIENSIS",0.32,69,0.297,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"542","SOLIDAGO MISSOURIENSIS",0.2,40,0.745112903225806,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"543","SOLIDAGO MISSOURIENSIS",10.86875,24,0.1545573485,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"544","SOLIDAGO MISSOURIENSIS",0.133,6.84,33.2200509770603,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"545","SOLIDAGO MISSOURIENSIS",0.72,14,0.392,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"546","SOLIDAGO MISSOURIENSIS",0.273,30.48,0.17523,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"547","SOLIDAGO MISSOURIENSIS",0.219909091,75.8,0.385,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"548","SOLIDAGO MISSOURIENSIS",0.18,85,28.3842794759825,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"549","SOLIDAGO MISSOURIENSIS",0.4272,128,0.375,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"550","SOLIDAGO MISSOURIENSIS",1.03,34.45,0.26530612244898,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"551","SOLIDAGO MISSOURIENSIS",2.255,44.2,0.381,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"552","SOLIDAGO MISSOURIENSIS",0.1312,83,0.319125459217909,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"553","SOLIDAGO MISSOURIENSIS",0.04,128,0.522388059701492,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"554","SOLIDAGO MISSOURIENSIS",0.1,81,0.371,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"555","SOLIDAGO MISSOURIENSIS",0.4276,81,39.8254228041462,1,0,0,0,1,0,0,1,0,1,"Missouri goldenrod",0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"556","SOLIDAGO PTARMICOIDES",27,17,0.19446,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"557","SOLIDAGO PTARMICOIDES",1.122,31,0.339904826648538,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"558","SOLIDAGO PTARMICOIDES",3.79,18.05,0.467,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"559","SOLIDAGO PTARMICOIDES",0.14,136,0.164893617021277,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"560","SOLIDAGO PTARMICOIDES",2,40,0.343201754385965,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"561","SOLIDAGO PTARMICOIDES",3.94,61,0.35,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"562","SOLIDAGO PTARMICOIDES",3.1,122,0.283005617977528,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"563","SOLIDAGO PTARMICOIDES",6.727,108,0.206501832,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"564","SOLIDAGO PTARMICOIDES",0.3,82,0.168,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"565","SOLIDAGO PTARMICOIDES",8.18,69,0.233,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"566","SOLIDAGO PTARMICOIDES",5.6,15,0.470058293587705,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"567","SOLIDAGO PTARMICOIDES",0.32,38,0.151515337423313,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"568","SOLIDAGO PTARMICOIDES",2.34,46,0.291,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"569","SOLIDAGO PTARMICOIDES",2,33,7.41869918699187,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"570","SOLIDAGO PTARMICOIDES",0.084,42,0.364341085271318,1,0,0,0,0,0,0,1,0,0,"White aster-like goldenrod",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"571","PYCNANTHEMUM VIRGINIANUM",0.125,33,0.250922509225092,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","PYCNANTHEMUM VIRGINIANUM",0.285714286,13.5,0.36,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","PYCNANTHEMUM VIRGINIANUM",3.883,199,21.2900672734468,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574","PYCNANTHEMUM VIRGINIANUM",154.9,80,0.263,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","PYCNANTHEMUM VIRGINIANUM",0.1452,118,0.250214224507284,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","PYCNANTHEMUM VIRGINIANUM",0.06,35.052,0.314,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","PYCNANTHEMUM VIRGINIANUM",0.12,65,0.311,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578","PYCNANTHEMUM VIRGINIANUM",2.66,21.8333333333333,24.9611197511664,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","PYCNANTHEMUM VIRGINIANUM",1.9,58,19.0479229149384,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580","PYCNANTHEMUM VIRGINIANUM",0.11,49,0.323640960809102,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","PYCNANTHEMUM VIRGINIANUM",0.18,86,0.3,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","PYCNANTHEMUM VIRGINIANUM",3.19,37.9,31.7073170731707,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","PYCNANTHEMUM VIRGINIANUM",0.3,50,0.179885048,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","PYCNANTHEMUM VIRGINIANUM",0.314,18,0.322,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","PYCNANTHEMUM VIRGINIANUM",630000,66,0.202,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","SORGHASTRUM NUTANS",2.5,9.4,0.255,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"587","SORGHASTRUM NUTANS",6.6,182.88,0.342,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"588","SORGHASTRUM NUTANS",0.0352,87,0.274,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"589","SORGHASTRUM NUTANS",0.16,5.2,0.3,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"590","SORGHASTRUM NUTANS",4.71,118,0.206976744186047,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"591","SORGHASTRUM NUTANS",1.2,14,38.75,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"592","SORGHASTRUM NUTANS",1,50,0.1575923017,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"593","SORGHASTRUM NUTANS",0.4633,57,0.441558441558442,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"594","SORGHASTRUM NUTANS",0.4,117,0.23623,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"595","SORGHASTRUM NUTANS",1.25,28,26.8975787855496,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"596","SORGHASTRUM NUTANS",16.4,73.33,0.206976744186047,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"597","SORGHASTRUM NUTANS",2.02,16.1,0.831024930747922,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"598","SORGHASTRUM NUTANS",0.1,45,0.644880174291939,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"599","SORGHASTRUM NUTANS",15,80,0.371951219512195,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"600","SORGHASTRUM NUTANS",0.0816,43,25.0554323725055,0,1,0,0,1,0,1,1,0,0,"Indian grass",0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
